,Entries + Exits,Line_Astoria,Line_Brighton,Line_Broadway,Line_Manhattan Bridge,Line_4th Av,Line_Culver,Line_West End,Line_Sea Beach,Line_Jamaica,Line_Myrtle Av,Line_Canarsie,Line_Franklin Shuttle,Line_8th Av,Line_Concourse,Line_6th Av,Line_Liberty Av,Line_Rockaway,Line_63rd St,Line_Queens Blvd,Line_Queens,Line_Crosstown,Line_7Av,Line_Clark St,Line_Eastern Pky,Line_Nostrand,Line_Pelham,Line_Jerome Av,Line_Lexington Av,Line_White Plains Rd,Line_Dyre Av,Line_Flushing,Line_Lexington,Line_Second Av,Line_Staten Island,Line_Fulton St,Line_Lenox,Line_Shuttle,Line_Archer,Division_BMT,Division_IND,Division_IRT,Structure_At Grade,Structure_Elevated,Structure_Open Cut,Structure_Subway,Structure_Viaduct,Borough_Bk,Borough_Bx,Borough_M,Borough_Q,ConnectingLine_N,ConnectingLine_Q,ConnectingLine_R,ConnectingLine_D,ConnectingLine_W,ConnectingLine_B,ConnectingLine_F,ConnectingLine_M,ConnectingLine_A,ConnectingLine_C,ConnectingLine_E,ConnectingLine_S,ConnectingLine_J,ConnectingLine_Z,ConnectingLine_1,ConnectingLine_2,ConnectingLine_3,ConnectingLine_L,ConnectingLine_G,ConnectingLine_5,ConnectingLine_4,ConnectingLine_7,ConnectingLine_6,DaytimeRoutes_N,DaytimeRoutes_Q,DaytimeRoutes_R,DaytimeRoutes_D,DaytimeRoutes_W,DaytimeRoutes_B,DaytimeRoutes_F,DaytimeRoutes_M,DaytimeRoutes_A,DaytimeRoutes_C,DaytimeRoutes_E,DaytimeRoutes_S,DaytimeRoutes_J,DaytimeRoutes_Z,DaytimeRoutes_1,DaytimeRoutes_2,DaytimeRoutes_3,DaytimeRoutes_L,DaytimeRoutes_G,DaytimeRoutes_5,DaytimeRoutes_4,DaytimeRoutes_7,DaytimeRoutes_6,Car-free commute (% of commuters),Disabled population,Foreign-born population,Median household income (2018$),"Median rent, all (2018$)",Moderately rent-burdened households,Percent Asian,Percent Hispanic,Percent black,Percent white,Population,Poverty rate,Public housing (% of rental units),Unemployment rate
ConnectingLine_W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ConnectingLine_B,0.05238059776675664,-0.04846749122957863,0.4270588977405434,0.2133696813585668,-0.032107452858852,-0.019800741651348756,0.07548738915830451,-0.05814916932138627,-0.045556343544089634,-0.09027291477284596,-0.04255599255678536,-0.08205087421068703,-0.022675276301957308,0.1717314216704647,0.4030714596819857,0.07968247345611887,-0.042612105797029724,-0.06292989283829398,-0.02780131993015853,-0.04410888254016884,-0.0536753741755581,-0.05369560300941944,-0.07924912065131703,-0.042612105797032944,-0.03601813067115822,-0.04262892622624121,-0.06921925544363243,-0.058489787185222235,-0.08891433642271891,-0.08533243149388979,-0.035531644844950944,-0.0556087904299852,-0.09372329690951652,-0.027801319930158847,,0.1717314216704647,-0.08533243149388979,-0.04844759240524333,-0.03213682659821867,0.06699874705585762,0.1723168097037474,-0.229014798596997,-0.04837290452454417,-0.20663370874157871,0.30960571065775727,0.07923231146729437,-0.05614952092358887,0.015436858924585937,0.01698747871644255,0.09760990851717545,-0.15793523549095673,0.017357539918961794,0.3460467494489935,-0.022665505221601684,0.5220515325261603,,1.0,0.05417323197992767,0.05454615063918202,-0.0124003972580849,0.1707749225983451,-0.03647170811265097,-0.03600783449400142,-0.10259012326649612,-0.08713137807035279,-0.05042884026746028,-0.10029037624901642,-0.07449702862513456,-0.09203022935379598,-0.07311333591000271,-0.09713560230350639,-0.067653336653425,-0.03852132841210098,-0.10028406438722573,-0.01152084339242485,0.4010858064902335,-0.034044344938787975,0.4468013126293056,-0.02900386361050811,0.9430765612578789,0.010193561438096818,0.0301654072229056,-0.007316331213091338,0.1920944485780645,-0.017688393442875015,-0.06070905269839431,-0.09503368249970812,-0.07851575471657653,-0.079249120651317,-0.10320230773468858,-0.07896618670902644,-0.08205087421068703,-0.06717902405702811,-0.12079531018908425,-0.09528180369630837,-0.05560879042998521,-0.10864422979317549,0.07217820276763515,0.009522808141870369,-0.0243094590162283,0.049233652232883236,0.0002456290523448966,-0.16250969861418743,-0.10239820132449011,-0.07821174841509619,0.012368589992295481,0.09838279012952358,0.0267266791328277,-0.01538565974394495,-0.044354653128435034,0.021723076264070367
ConnectingLine_F,0.030015822257805833,-0.04948830824617931,0.012251658802458288,-0.0864529800885281,-0.032783696530776896,-0.021735873988088353,0.7251454541633041,-0.017690032042761386,0.006125487838691483,-0.06428280477580883,-0.04345230223278085,-0.05354292809867758,-0.023152860499486977,-0.07785970519711169,-0.05481265950533487,0.7115680271100207,-0.04350959732397513,-0.06425531538096206,0.22762395590145876,0.17904630151371473,0.15223659397498945,-0.05482653394638536,-0.08185136017417313,-0.04350959732397594,-0.07262651479164466,-0.04352677202323115,-0.07067714385585869,-0.059721692706661826,-0.06252339621400912,-0.08712969386350447,-0.03628000847519712,-0.028597571811066886,-0.06869918236569816,-0.0283868682997708,,-0.07785970519711169,-0.08712969386350447,-0.04946799031497561,-0.03281368893663886,-0.12182765410990447,0.3474477085250116,-0.2214021349618997,-0.04939172936627623,-0.048954916296406366,-0.08542434869123595,0.0761435816470249,0.07193227630949678,0.04729441002998251,-0.14424081474292536,0.04393805065027605,0.019083312785788974,0.012674277981506683,-0.002109982471324141,0.011387245370386719,0.16247391659794777,,0.05417323197992767,1.0,0.3295141292078857,-0.09768512322730866,-0.08821440848236801,0.07021248660325767,-0.07261928240185375,-0.054752796069198216,-0.03142451194991751,-0.05409877447235572,-0.08437042240473075,-0.05572471670429215,-0.011785608486761407,0.1608754600832875,-0.14039170975961957,-0.11659739484149044,0.01272119277249778,-0.08153542229058182,-0.014821674902443223,0.028984299690538333,-0.016330406563215796,0.05190071386462717,-0.03178137748566727,0.00041068820664051707,0.8994685445260237,0.1792501908456242,-0.07788202795937214,-0.0689600889263447,0.07218816642383004,-0.061987700148138744,-0.0703581441850724,-0.04859955898516075,-0.08185136017417313,-0.10618345219515092,-0.08156422795352324,-0.05354292809867759,0.11320677387984436,-0.12333948784380344,-0.09728861865863023,-0.0285975718110669,-0.08709453533765713,0.017468277255966592,-0.11279780211364365,0.025060572227142367,0.09128112256952146,0.11210810310204014,-0.05684047117022084,0.18766174195776184,-0.17564852365114447,-0.2034130706146533,0.2248854133628221,-0.0721607458104313,-0.06367619085424003,-0.036108103985212504,-0.16814928116841188
ConnectingLine_M,0.04563483955340867,-0.04514056912080233,-0.029312606749439966,-0.0865450544273623,-0.02990352209902101,-0.013258213401507617,0.18005177141003592,-0.054157674153911976,-0.042429249430347094,0.09597304759096793,0.38198723744039637,-0.011238719962417093,-0.021118792231132773,-0.08754431560957893,-0.04999715554605676,0.18565589942526087,-0.03968711105764481,-0.05861023761217388,-0.02589297221950952,0.44725557258101933,0.40120746958835457,-0.0016393532173877888,-0.07062329520162108,-0.03968711105764538,-0.06624599480440208,-0.03970277689319967,-0.06446788363860435,-0.05447491120985099,-0.08281104813344171,-0.07947501354774326,-0.033092669527742584,-0.01649244185680427,-0.08728991030985034,-0.025892972219509734,,-0.08754431560957893,-0.07947501354774326,-0.04512203619836999,-0.02993087955612463,0.06686663643830681,0.1505247253443348,-0.20785593554061144,-0.04505247506872206,0.002607645016476418,-0.07791948953910201,0.04863620743746282,-0.005936993043446092,-0.07560686830012796,-0.13156870175384433,-0.0032544209706896494,0.22068448257741524,0.00944794799367474,-0.049468234429331494,0.2659437390712785,0.11894258118943928,,0.05454615063918202,0.3295141292078857,1.0,-0.10415637337988905,-0.09617912613677565,0.12036970799515555,-0.06623939780800363,0.09272618273361635,0.04266781299942709,-0.03842531925033722,-0.06734835994833364,-0.03998871831377303,0.03221616884823506,0.040619611698140094,-0.12805775551806076,-0.10635386311783772,0.02932164443117772,-0.11392543043590939,-0.029354397486818087,-0.0360345219402715,0.2593612842761611,0.017391811825041143,-0.019615219806629402,-0.00557051285270184,0.1770617574639789,0.8685934770564844,-0.08756282627469929,-0.08020268080653843,0.12428481834507314,-0.05654184114067874,0.08370031154145652,0.02877135768048219,-0.0706232952016211,-0.09336110822645759,-0.07035377029069072,-0.011238719962417095,0.015785217635370403,-0.11250363719530124,-0.08874143754077747,-0.016492441856804277,-0.10118663541557081,0.08534114391623052,-0.16938623715354262,0.10086438046748594,0.07037786626711114,0.12044875909878552,-0.024873684338874547,0.13850082778386383,0.014339604842339416,-0.20013993360074098,0.09617817946317124,-0.036922157238153216,-0.12647757163250198,-0.12335891029398732,-0.18640847909634417
ConnectingLine_A,0.05048141320933532,-0.054727881694211555,-0.08090342668194521,-0.07492858925641702,-0.03625466961428855,-0.06839468375480577,-0.07834447213954558,-0.06566011110753267,-0.05144071039477236,-0.07608851801091625,-0.04805281368898568,-0.06452997697468901,-0.02560416904928917,0.4561403462128623,-0.018946736316848525,-0.07613699801835726,0.3154855824472762,0.46591158836409413,-0.03139232729983208,-0.0867567817595233,-0.09474884075490757,-0.0606312919123292,-0.003597838768016949,0.10780742029313428,-0.08031584530245128,-0.04813516796671456,-0.07816008476561392,-0.06604472548888501,-0.048019993686938635,-0.09635454811052817,-0.04012115350192779,-0.015034277647748333,0.01920990008389042,-0.031392327299832344,,0.4561403462128623,-0.09635454811052817,0.08312066666523267,-0.036287837465401304,-0.20903646328625533,0.41288341769413295,-0.2029748645387678,0.2204394930838714,-0.16733581003541992,-0.09446864955906022,0.04217932153727591,0.29593346670827847,-0.15953430815962943,-0.15951230754260423,0.13948696011162445,0.17202482774038955,-0.009934257831784782,-0.025095077399270724,-0.05142082379619447,0.0014546346378390396,,-0.0124003972580849,-0.09768512322730866,-0.10415637337988905,1.0,0.5365371822488281,0.2763224215121216,0.30265857244273725,-1.8761467066737244e-05,0.034912609640142825,0.11368621365643873,0.07746451439967578,0.13101055065574915,-0.027673311612356852,-0.05140355424457526,-0.08166856544078617,-0.04408953017548113,0.0445306205501011,-0.13812181814042707,-0.08094216253416524,-0.08719738108337995,-0.11795113894885366,0.006114230750988243,-0.07205165430105641,-0.02026725578078887,-0.08027130018878352,-0.08902624173320277,0.8848889838618323,0.3865178286557315,0.16667355063887368,0.22714397414992515,-0.08258941019523913,-0.05940420339405117,-0.003597838768016968,-0.0225067958768595,0.01968900364283139,-0.06452997697468901,-0.04217663693053572,-0.09582177909090424,-0.05826075525899987,-0.015034277647748347,-0.12267745666296964,-0.1547453387392046,-0.018129764331485568,-0.1094033696961979,0.12643271622229266,0.0766090905777759,-0.18546397111558777,-0.060466548841984234,-0.07178726301951172,0.03084007340410579,0.040275294232581145,0.04859546869399055,-0.13030581483058942,-0.05775029756133213,-0.00024943827916919253
ConnectingLine_C,0.08174671099411611,-0.05167105897046755,-0.07390836770462947,-0.06066404021613511,-0.034229667102074555,-0.06457450257817184,-0.07142953691531025,-0.06199266933080275,-0.04856749243725678,-0.0692594522087096,-0.04536882650955792,-0.05811953243468553,-0.024174049641235824,0.8324766909256193,-0.013730123667321173,-0.06930610040156904,-0.0454286486805033,-0.06708938551100758,-0.029638910641434472,-0.0819109866417173,-0.08945664963582446,-0.05724473454613534,0.007998026897066862,0.1173461061867525,-0.07582980832463744,-0.04544658089378054,-0.07379445767015044,-0.06235580109773003,-0.04011070946005359,-0.09097267029829122,-0.03788018875176809,-0.006073738905890921,0.03061510684798291,-0.029638910641434226,,0.8324766909256193,-0.09097267029829122,0.09223220349428918,-0.03426098236474788,-0.1932134757378036,0.3750578393105901,-0.1812665411482581,-0.05157022034462239,-0.23654223756173276,-0.08919210850330941,0.29588290597937095,-0.059860849678876504,-0.04151601868535612,-0.15060275666435008,0.28592444395910377,-0.16837431976646547,0.0029524971752664234,-0.011973579986897031,-0.03776433671867692,0.014213855108374333,,0.1707749225983451,-0.08821440848236801,-0.09617912613677565,0.5365371822488281,1.0,0.37834571846476234,0.15773376170063186,0.011540704719312551,0.04626497567022374,0.13201192046147905,0.0966559667487666,0.15022279349389275,-0.018518898196563563,-0.04542346480515129,-0.06976340866592584,-0.033159117458952635,0.05702460961825267,-0.13040703183285085,-0.07394559119255255,-0.07995206009138767,-0.10937360315841009,0.017615001134856548,-0.06539243254130403,0.1699376002680101,-0.07141904238133524,-0.08168835179494137,0.36358854082666814,0.8846854235736169,0.27268031379557833,0.05136034795373949,-0.07550952494810229,-0.05316688867949538,0.00799802689706687,-0.00942271118649929,0.03228152138028569,-0.05811953243468553,-0.036459827477354885,-0.08642038412911215,-0.05008392877078571,-0.006073738905890921,-0.11582531428855755,0.2546060250541536,-0.09989746658127063,-0.24437066711573976,0.21911586414018996,0.17619710575697556,-0.28870505556566034,-0.1034288484166076,-0.15120583139875246,0.01668206510788465,0.15468368441293207,0.09163431128687842,-0.10280270286886083,-0.013274660687794555,-0.07575437607675613
ConnectingLine_E,0.1256654217802388,-0.037342070305157134,-0.03833901704618172,-0.028419377177782177,-0.024737380284355744,-0.046667238164654956,-0.036165265150932435,-0.04480137745731874,-0.03509915905098598,-0.06955131046770245,-0.032787520576088566,-0.024920225018731586,-0.017470303091318282,0.24230976694698747,-0.0413596313432035,-0.034391685656987615,-0.03283075335973611,-0.04848471466229865,-0.02141969425425013,0.2656151411708118,0.3856165006626905,0.015366848308112063,0.012918769019585536,0.03778383878051456,-0.0548013160578684,-0.032843712760650436,-0.053330391932256666,-0.04506380854042132,-0.06850458560164424,-0.06574488539257983,-0.027375569607536385,0.08201029405837006,0.029942513419653795,-0.021419694254250117,,0.24230976694698747,-0.06574488539257983,0.1503830115231795,0.3487062697916644,-0.13331057017958375,0.2545410845460802,-0.12097894155434716,-0.03726919540902148,-0.15202083127977725,-0.06445809419736251,0.19621031025599822,-0.043260736314940595,-0.19071632659594417,-0.10883885175887255,0.1676605976994165,0.1286746239840479,0.0772031065692605,0.06269030992609544,0.13665458310208958,-0.02838855154655554,,-0.03647170811265097,0.07021248660325767,0.12036970799515555,0.2763224215121216,0.37834571846476234,1.0,0.20630717026474313,-0.015944175278971427,0.005486486416116061,0.07708257993238107,0.11414951355121128,0.15853408567437888,-0.0016789953745710508,-0.013824524734501726,-0.10593445769101853,-0.08798013651851032,0.2006836395059085,-0.09424363750262385,-0.03836988230578761,-0.04332329648871867,0.015261435977932059,-0.012150753252444557,-0.031219318522105965,-0.028562108962688442,0.06435883372552201,0.11665008388698778,0.15867308584347053,0.2631648148991695,0.8731042781927403,0.10466804775585895,0.027779434094823516,0.05902959049484636,0.01291876901958554,0.01133480699664377,0.044335606139473904,-0.024920225018731583,-0.0058057925291175125,-0.0930674737061935,-0.07341043908330563,0.08201029405837006,-0.08370560068746057,0.06579836717504728,-0.14772565106519286,0.06459622433623063,0.19370218073198103,0.21898603098892166,-0.13935779113973662,0.1271409721662511,-0.12225715026517493,-0.11131975939855783,0.12544233093770363,0.04422717819035964,-0.1911322900040731,-0.1530445136691519,-0.15864718119801402
ConnectingLine_S,0.032691580191355554,-0.02881741658010901,0.029956178397302056,0.05186821732839171,-0.019090194703435155,-0.03601378369876464,-0.05464986560814864,-0.03457387196263379,-0.02708652947514971,-0.053673753786582144,-0.025302604578393468,-0.04878515811126534,0.31882524494480796,0.03436627473483107,-0.031917826630308684,-0.053694658992229964,-0.025335967943793926,0.26895591635045984,-0.016529888335035194,-0.045682497544538486,-0.04989078199248576,-0.03192590582237822,0.05561860151045541,-0.025335967943793867,-0.04229096943667902,-0.02534596890120241,-0.0411558359815968,-0.034776393830960275,0.1268108571617947,-0.050736280417423535,-0.021126123620124372,0.2752044440481001,0.2447273142851608,-0.01652988833503524,,0.03436627473483107,-0.050736280417423535,0.6811963527983377,-0.01910765950844911,-0.0367128330483449,0.041257148631359285,-0.005476683948525401,0.12737320229090265,-0.13192174370770166,0.09264961294806198,-0.012188312318621488,0.17233358647872637,-0.055504968730571154,-0.08399251850808534,0.07820299591673156,0.04889953013936706,0.14193628957508758,0.16032691908610222,0.10162353127852447,-0.06698606160380507,,-0.03600783449400142,-0.07261928240185375,-0.06623939780800363,0.30265857244273725,0.15773376170063186,0.20630717026474313,1.0,-0.06099722193524722,-0.051805883806917544,0.14180827319162903,0.13454723306483732,0.17474837436294094,-0.05471860395432709,-0.043471147464591534,0.07605859042910569,0.11407339423876138,0.37419858650041243,0.06510320000896785,-0.013077806437022325,0.02367419623726903,-0.03836708420088999,-0.059265626938469776,-0.006496211992840205,-0.030279918486609044,-0.06531876024651913,-0.05935805337846371,0.17399705567479354,0.04329203198015099,0.05044851063054019,0.8535983570467696,-0.056504373307948864,-0.04668327479653672,0.05561860151045541,0.02754831542972534,0.05598070136071573,-0.04878515811126534,-0.039942771383120024,0.06736784408734002,0.11255963760812682,0.2752044440481001,0.086945098802528,-0.021219727141288218,-0.040897584252859435,-0.10585640229151007,0.06297763123034711,0.08311403382802383,-0.07314092400959299,-0.057381385489553086,-0.1380279950897619,0.05365306255120473,0.09272713916987152,-0.09791661714715433,-0.07461632546475697,-0.042397171909662454,-0.008203208590442696
ConnectingLine_J,-0.013557103972501072,-0.041568151342886814,-0.08029619626935822,-0.07078475696986615,0.22815094649235548,-0.051948668162492107,-0.047208967064811716,-0.04987164405446762,-0.039071405080558556,0.8479907539990842,-0.036498153592642496,-0.07037094494638503,-0.01944745422445761,-0.05163394063057304,-0.04604038825675124,-0.04534214818418898,-0.03654627912180978,-0.053971832317525156,-0.023843806334328976,-0.06589546173834777,-0.0034510410563361343,-0.04605204221878455,-0.08946040912114886,0.0928048905272645,-0.06100329684635462,-0.03656070516552191,-0.05936590512790668,-0.0501637750180249,0.05329461528203881,-0.0731853730574313,-0.030473720692092927,-0.07322732877905445,0.04336935703924069,-0.023843806334329285,,-0.05163394063057304,-0.0731853730574313,-0.041551085113121514,0.1428462158834871,0.3071865492666047,-0.12286415675686833,-0.1687991171031752,-0.04148702904069871,0.15193509613299494,-0.07175295298236556,-0.08060466342966274,-0.04815664529708405,0.052158139234436685,-0.1211563746982261,0.0315081845345949,0.00725109090906941,-0.0245190878304743,-0.035191929074975384,-0.053899921368038395,-0.09662513427845086,,-0.10259012326649612,-0.054752796069198216,0.09272618273361635,-1.8761467066737244e-05,0.011540704719312551,-0.015944175278971427,-0.06099722193524722,1.0,0.8493154632831165,-0.10145908612480013,-0.02993709345430665,-0.00063454999907046,-0.04734259908401937,-0.06270566384165335,0.06453919093786953,0.11245873661745591,-0.0802007309537456,0.06933529406637758,0.01296233365926522,0.005185066646775019,-0.02976698012776526,-0.0854886677006946,0.024503173266640317,-0.0967503406691879,-0.06701546955055833,0.09112972081927766,-0.051654232659444896,-0.04351213293757309,0.0021174305084200105,-0.052067128428343934,0.865064297501562,0.6928163659869487,-0.08946040912114886,-0.05796756940071372,-0.032364258874101756,-0.07037094494638503,-0.05761610036390543,-0.0032407061341628244,0.04028778194450022,-0.07322732877905444,-0.03881930251609315,0.05170663773184982,-0.12306780551152764,-0.011938737495068026,-0.013850932935887994,0.00888471817216847,0.11184696949396769,0.0909889824774931,0.011578749000758067,-0.00028549711375266685,-0.057850215563471946,0.041673141376782644,0.052479029078713504,0.034329888917636726,-0.04067803362558733
ConnectingLine_Z,0.005002311203375906,-0.0353044737156083,-0.06819680113438166,-0.04116735055636066,0.2708797589783223,-0.04412080716736837,-0.030559194675307183,-0.04235675847481015,-0.033183948507116784,0.6332229704573841,-0.030998446227513715,-0.0597671317088083,-0.016517023594322673,-0.02851622835421123,-0.03910281368201496,-0.02882621951523261,-0.03103931998361306,-0.04583911176899715,-0.020250913423273405,-0.05596603461455795,0.01773091864975532,-0.03911271157218083,-0.07598010881822108,0.1178289746318386,-0.05181104332285939,-0.031051572245612995,-0.050420381216929946,-0.04260486981946227,0.08433285409432031,-0.06215746902381759,-0.025881802207564978,-0.06219310266696588,0.0741538195570676,-0.020250913423273547,,-0.02851622835421123,-0.06215746902381759,-0.0352899791027661,0.17271143866646393,0.21413113148542837,-0.0791120809521067,-0.12397132212057373,-0.03523557528994017,0.03542188720527761,-0.060940892504148074,0.01870631452651649,-0.04090018351065374,-0.027956380263302258,-0.10289998250652625,0.10128950658019246,0.0028506817885264025,0.0023618559476845827,-0.007853551518032856,-0.025501332970911065,-0.08206522068449482,,-0.08713137807035279,-0.03142451194991751,0.04266781299942709,0.034912609640142825,0.04626497567022374,0.005486486416116061,-0.051805883806917544,0.8493154632831165,1.0,-0.08617077073636245,0.0017829713889269733,0.030154294724413448,-0.03068308830715596,-0.05325688993614901,0.10983921990008631,0.15896185650818176,-0.0681157209656251,0.11143439042471207,0.0391404010378472,0.03139146480232399,-0.0026749277612041792,-0.07260684741367239,0.05075163943013765,-0.08217156040824729,-0.048713189784741824,0.02899034837935868,-0.028535180619803393,-0.0208979135945001,0.023248577332626967,-0.04422141730293948,0.6700412447981466,0.8176592148712445,-0.07598010881822106,-0.03441259658076848,-0.010329964807365536,-0.05976713170880832,-0.048934244973135435,0.02751293866355849,0.07101037536131646,-0.062193102666965865,-0.0165766944187112,0.0637813838252254,-0.12243716390053996,-0.01696137329486477,0.025613429579132742,0.029753470925937806,0.06693269114666296,0.13605092923133216,-0.043738503576574654,-0.018387858693300115,-0.018010047215409747,0.04518892398410152,0.020475011639790184,0.04028256899864111,-0.045817411805371376
ConnectingLine_1,0.041605683043055106,-0.04793314609965781,-0.06513396422066907,0.6100484183551915,-0.03175347412725134,-0.05990314748845117,-0.06274750975687943,-0.05750808548049137,-0.04505409327917505,-0.08927767257753488,-0.042086820606785355,-0.05014332347002521,-0.022425285573032912,0.017656259875648176,-0.05309018047475493,-0.060723334794044716,-0.04214231520893293,-0.06223610240450832,-0.027494815517959324,-0.07598550074440154,-0.08298530632071843,-0.05310361891372021,0.8817387632597748,-0.04214231520893491,-0.07034423821682227,-0.042158950196019576,-0.0684561259499255,-0.05784494809535646,-0.08793407230253611,-0.0843916572133032,-0.03513991502978298,0.005607341168603982,-0.00969163497514181,-0.027494815517959095,,0.017656259875648176,-0.0843916572133032,0.10460019907511746,-0.0317825240265716,-0.1736066192783015,-0.1338653802381237,0.2916385014681653,-0.04783960219555767,-0.09666614907210681,-0.08273990223945848,0.16017713463499453,-0.05553048283657706,-0.2448078928567274,-0.08014060492758518,0.42668337516672,-0.1561940287194388,0.019810050017917295,0.005116446921542875,0.019757293806275094,-0.040229878157004156,,-0.05042884026746028,-0.05409877447235572,-0.03842531925033722,0.11368621365643873,0.13201192046147905,0.07708257993238107,0.14180827319162903,-0.10145908612480013,-0.08617077073636245,1.0,0.12222033320699746,0.17608109517388956,-0.006748297973845873,-0.07230727489910757,-0.13597992280546725,-0.1129333404159782,0.07363810022146768,-0.12097331531059939,-0.06516939643741645,-0.07088066439005006,-0.07652732257829353,-0.046053671027696835,-0.027638593590446438,-0.06415411106763148,-0.0844260873076221,-0.07250461619771559,0.017624213896693375,0.03064734178177421,-0.01625016682389819,0.06300622809938962,-0.09398595372039978,-0.07765013303716885,0.8817387632597748,0.05146441133033,0.09964697573003638,-0.0501433234700252,-0.06643838773715341,-0.11946356422742012,-0.09423133942667715,0.005607341168603975,-0.10744644724632944,0.23458376638095332,-0.10875494510437286,-0.10954623416701596,0.23349252571232798,0.19196764066075298,-0.27485724762158653,-0.07706685216307266,-0.011083234873331089,-0.18270212538510242,0.1942610406680217,0.1692033297905082,-0.1547970200530613,-0.13227605272978957,-0.10795234786180576
ConnectingLine_2,0.024960697370740487,-0.05676902716317347,-0.061115570740579675,-0.0023036410558049526,-0.03760683330710752,-0.034754300883206544,-0.08288350037000786,-0.06810898787983576,-0.05335925665842751,-0.08056897033051841,-0.04984500406609391,-0.0688231060757795,0.06764238802940901,-0.04035852178103861,-0.06287669687282524,-0.08061870052319373,-0.049910728409958346,-0.07370855609155838,-0.032563143794906456,-0.089992485508834,-0.09828261843840473,-0.06289261252136255,0.05574611311476871,0.304142214429318,0.19611902585240776,0.30426226957541713,-0.08107516384292943,-0.031104291302562852,-0.05314007238262836,0.560004673426218,-0.04161752259469292,-0.02076706477173582,0.011979119972110904,-0.03256314379490643,,-0.04035852178103861,0.560004673426218,0.12222334609589287,-0.037641238195118366,-0.17915433040083584,-0.203406655209403,0.36395497065109816,-0.056658239600391055,-0.01683460807573786,-0.07108190703070304,0.0861865169099069,-0.06576683871280785,-0.030932589580794055,0.1852278335053955,0.041417892190538215,-0.18498646094841162,0.02202326311781059,0.004692474325996185,0.027355780115037077,-0.09019606942930225,,-0.10029037624901642,-0.08437042240473075,-0.06734835994833364,0.07746451439967578,0.0966559667487666,0.11414951355121128,0.13454723306483732,-0.02993709345430665,0.0017829713889269733,0.12222033320699746,1.0,0.6160348450720513,-0.03364101376335555,-0.08563622434271202,0.5185690705764462,0.13444077541160143,0.03665002602441363,-0.1432732457954706,-0.061161748921947166,-0.06857709080532023,-0.08475915306119944,-0.09364051105671631,-0.07641697996422066,-0.11127064145619417,-0.10736127985251365,-0.0938530480516983,-0.04038961222910262,-0.027850307648805955,0.017205384009796494,0.07328250668981925,-0.087240806585084,-0.06347903184207901,0.05574611311476871,0.8913898326942916,0.4786828244757718,-0.06882310607577952,-0.07868548061264569,0.47003548633116515,0.03249682207701289,-0.020767064771735826,-0.1272528673505267,0.09211028288615153,0.13348521796744675,-0.1400443507620015,0.092184926321271,0.0743651893626627,-0.12776816720678227,-0.19694771019280907,-0.08499775998175474,0.20728313220710107,-0.011940144270297933,-0.11265507455264923,-0.005361474853230362,0.047879412573885255,0.04551383160418547
ConnectingLine_3,0.04467812966617937,-0.04838376209334164,-0.03870173360440367,0.04772585683085094,-0.03205198621045353,-0.01964061235553478,-0.06380908701304688,-0.05804871477759124,-0.04547764350828373,-0.06172843491417899,-0.0424824757229609,-0.05113414540537592,0.08362826366893644,-0.006927563113456329,-0.05358927737066017,-0.06177317671763933,-0.04253849202579418,-0.06282117944221688,-0.027753292263675015,-0.07669983486827403,-0.08376544510382629,-0.053602842143408214,0.09657583248500128,0.3568523175005759,0.5956603073663871,-0.0425552833971775,-0.0690996769731479,-0.05838874421320895,-0.031225973233545368,0.08935324812497847,-0.035470262795735535,0.004151387890987697,0.043785257472791765,-0.02775329226367505,,-0.006927563113456329,0.08935324812497847,0.1535228587207379,-0.03208130920575095,-0.13041381698491888,-0.15166439466785656,0.2684092300504779,-0.04828933878985389,-0.11470198294444355,-0.053161723942545154,0.16341775248851134,-0.05605252083615015,0.08908540120906418,-0.1410214556123976,0.1404005623369526,-0.1576623973366847,0.06303285756940043,0.04606509983198397,0.07647963763816776,-0.06535654919134962,,-0.07449702862513456,-0.05572471670429215,-0.03998871831377303,0.13101055065574915,0.15022279349389275,0.15853408567437888,0.17474837436294094,-0.00063454999907046,0.030154294724413448,0.17608109517388956,0.6160348450720513,1.0,-0.0082235656490099,-0.07298703029136606,0.08469542435860057,0.16523884398506375,0.07154717823366472,-0.12211057658225785,-0.038744611450306825,-0.04560868679925907,-0.05617098288890423,-0.07343611079618641,-0.05804002982557507,-0.08908264943092997,-0.08562557616991132,-0.07362565428522172,-0.0069571381227757755,0.005023235570985182,0.045398540036219716,0.10227534446315482,-0.067716921368319,-0.04624756774663542,0.09657583248500125,0.43880573158285724,0.8464123301977596,-0.05113414540537591,-0.06706297015130634,-0.009161215616722559,0.0674337217628563,0.0041513878909876945,-0.10845654342263328,0.24138746035271183,-0.0638308214648171,-0.2613837155256809,0.1886093173600524,0.15455027736606997,-0.2518027224580764,-0.10854302512977011,-0.22370622917237493,0.14385176856580276,0.10523031834829001,-0.14016245843641537,-0.05480127248156801,0.04244823864345265,0.015645610106679725
